0,1,2,3
0.7695007758891733,2.8578738408774367,0.8234710268884182,1.9214666139910082
-1.3108325006614252,-1.3430883375856917,-0.6376636960183483,-0.9523147196916453
1.913257433521636,1.463004410512819,2.821641477497983,1.8394929847137547
1.5531573282455622,2.2521350741892032,4.000071214420306,2.9738778187766477
-1.5118800364981029,-1.0287397085816377,-1.6835148902248056,-0.5916511710030141
0.4257496001173515,0.6011658303100222,0.45679436584643535,1.1311875669216673
-0.1559030691565681,-1.000683347603613,-0.36972250946437907,0.7081823550938393
2.3773508022494525,2.5304439624211477,3.2678465996601993,1.9881709179419735
1.7823515615267254,1.442902315428596,1.8604631165186547,1.8867603730924447
-0.18168979189029555,0.8969175196621597,0.16665725416902707,0.028077698335892104
2.3837400995424622,1.552640703991547,3.3835418643588837,2.551442321238406
2.7365459351987433,1.7480985095698265,3.7442285955399335,3.098387509510034
2.5589116172376674,1.867617587111921,2.7810175734266296,1.9582039731263445
-0.9880308232587902,-1.7723618084290926,-0.34600255821934844,-0.12521898986593716
0.2533622424304247,-0.8198347675964115,0.7794919825976547,0.6118983352674482
2.1908946639895186,1.9000282630651177,3.1299790597254225,2.1982076698572435
3.2225197397322414,2.207079948368796,4.274827609459109,3.0888700943092737
0.24300049707893018,0.8937848635078178,2.782585475826768,2.361873388622788
-1.1453660983413956,-1.0840423587996906,-1.8819778809465195,-1.1746018551730248
-0.30374831545188424,-0.24690348019380948,-1.1503600237005802,-0.6331439773832556
1.6384843637483062,4.6155504761815,2.3281934090217016,3.61642438311929
3.3281728200697493,3.1821957879461222,5.630520075716099,3.1148382642524366
3.4678434713721793,2.4966463936384247,3.7760502309040236,3.6377668153609517
3.4365376021150227,2.8145191821092426,3.95987193860657,2.1152420092976607
3.448036630112567,2.9565654265879293,3.8974870355440125,2.4129451477164476
4.171734246392011,5.096880231706136,5.236495744808941,4.5531466873227995
1.6711555120550208,1.6771407971689563,1.134300949145519,1.3749453234335198
-2.0567351838722403,-1.6483453872369798,-1.6332292852267378,-1.291814336889974
-0.8639430744641663,-0.5697968988829212,-0.526499640458719,-0.48957235777067976
1.9206306886197373,2.5874025597540324,2.4109275089130136,1.605013526050517
-0.6648756803162239,-0.882259333644348,-1.0026009108588596,-0.05564065668037177
0.26173473417437854,0.6166485286022336,0.09095738753027027,0.5669633999706342
3.1984386942471783,4.19607299683063,3.2981049345727156,2.955393420417719
2.3760715871076,1.9694373218600303,3.48074631826826,2.376100266079864
1.1800960531423759,1.1692500193757993,2.5013997192843123,1.7476002224804348
