1_Pc,1_Boi,Aver_Eg,AverW_Eg,3_Ea,Std0_Ea,Std1_Ea,Std0W_Homo,Std1W_Homo,Aver_Lumo,AverW_Lumo,Min_Lumo,Aver_Ros,AverW_Ros,Std0W_Rop,Aver_Plz,Aver_Mel,AverW_Mel,Aver_Boi,AverW_Boi
0.099473348,0.034190377,0.028575624,0.026847635,0.141870071,0.025337322,0.025264798,0.045350709,0.042236469,0.037506049,0.037332046,0.050264617,0.095077905,0.036321555,0.025214822,0.062362522,0.035467894,0.06937389,0.035317717,0.046614631
0.051438282,0.013948214,0.005744495,0.009776047,0.048049887,0.006285721,0.00718675,0.011299692,0.010848626,0.009332606,0.008846068,0.019895294,0.047233744,0.01396016,0.006026871,0.01779124,0.008374951,0.016615282,0.013165038,0.016887598
