0.464116	0.236395
0.200072	-0.111580
0.376193	0.142203
-0.471543	-0.269674
0.228472	0.047423
0.147400	0.162436
0.174719	0.243061
0.216068	0.217825
0.314636	0.343342
0.231024	0.323349
-0.065372	-0.064474
0.261824	0.169308
-0.404187	0.119859
-0.406718	-0.218969
0.179698	0.008006
0.085344	0.265522
-0.040781	-0.089093
0.256252	0.131351
-0.050228	-0.037816
-0.484946	-0.275705
0.178311	0.299352
-0.064580	-0.121955
0.515682	0.218133
0.449205	0.366508
-0.241971	-0.262986
0.312652	0.325641
0.602592	0.313118
-0.182479	-0.232995
0.620007	0.227693
-0.047143	0.223277
0.309890	0.233507
0.316039	0.161546
-0.118347	0.157130
-0.104318	0.265339
0.202213	0.106794
0.073066	0.076667
-0.131460	-0.037543
0.005168	-0.095847
-0.107657	-0.058942
0.164538	0.137284
0.200494	0.020366
0.112715	0.167097
0.062454	0.034605
0.024525	0.118570
0.249435	0.164463
0.202877	0.058454
0.137143	0.157236
0.153570	0.349478
0.176240	0.303947
-0.190484	0.127337
0.207222	0.153602
