0,1,2,3,4
3.200991888131659,1.8770730006925724,2.4723916528433367,2.7802581124947645,0.31972885577612514
5.014885015880678,4.442664091430759,3.493301664249394,4.307565634677972,3.695447632502867
1.13071854971659,0.5503633441900174,0.697143974078819,0.8914665657030021,-0.16198381133728904
3.1635549659715396,2.942590418977163,3.0601101296903037,3.283307388003777,2.24828800018318
2.8656185238160674,2.447357876287764,2.2360123424047567,2.672126551525945,1.8338419329713467
0.24218252368642368,-0.3451889923486584,0.32639286819541846,-0.05768183480416633,-0.24202852413330445
2.8269855501877528,2.591368946575801,2.550201985882567,2.7552983669317945,2.1115928872241283
3.9126300394082807,2.696507185392787,3.799569614406037,4.864623914572444,1.6555400139857797
2.9849895089877867,2.650254836024767,2.595995372329549,2.3387855418887247,1.3625643408710906
2.3703076651525685,3.194965997560912,4.643203390626505,3.85096862401888,1.0742713952516798
-0.5479501908506159,-0.42099561734753865,-1.656758790474385,-0.5758089210487882,-2.1009516575412404
1.2854248485487259,3.0058832651736287,4.012887632735709,4.091253333219554,1.1584757312455012
8.965997521054971,12.803504148086624,6.407974057858251,9.011238244635479,6.565041861915818
7.715951666503602,6.904644077059564,5.871034049503541,2.8052311690549887,5.827505975645838
7.697701675293118,7.269988243098052,5.8031345157193215,4.735351167997692,5.999518916763263
0.41447475797931055,0.847830915933443,0.8466572226182738,1.5145977207205645,-0.5014646030977769
-0.36905094798707233,-0.3276880623771962,-0.3399287348655638,-0.41488514239389407,-0.5594051890519339
4.698563552499979,9.566374888125543,6.7570103393313365,7.105735779710068,3.9655536067564086
-0.2969926403897444,-0.5306506262413149,-0.38521858258482033,-0.2655521786479341,-0.9831947557501798
1.7381885887801816,2.2854388480644845,1.9553480756839734,3.243614743230874,0.6498306041444708
2.136337620614097,2.5774369263238235,1.5673574134038506,2.894148021000188,0.6987772934575074
1.7714916570233283,1.6709029088655267,1.5824680548767656,1.6885895852172499,1.4628595356412954
3.2037536492282648,2.8269461343336575,2.7270424222222287,3.1189810546063526,2.1178208274998287
0.0885955848765585,0.28460878705447756,0.2309194803542135,1.00167157244484,-0.5564394329047144
4.258474974027921,2.0762071915270335,4.648380479215593,3.8870865856661587,2.4659881130348262
2.2119671224667496,2.3393831542169705,1.7665540107855944,3.0266262270530104,0.03349055634544451
1.0851660716909286,2.1867902593228816,1.5161932231553865,0.8719031298559475,0.32507640388167425
-0.2420628944272154,-1.1210695010681473,-0.25074622968857563,-0.36465453863915487,-0.825690762079236
-0.45725155785262905,-0.7554385159314972,-0.7307424352006724,-0.6432009669602071,-1.1540514986415924
3.21746066279288,2.3265696256654618,2.804993269830958,2.881814586653575,-0.5189655135624137
-0.030405100755398345,0.35821999159122947,0.26916756936634045,0.8827805999864498,-0.8324889805681523
2.2191646625112997,1.8379689925661091,1.9822645436680593,1.8426997430614347,1.6506859517357637
2.319646968894724,2.074795803602256,2.582531973846858,2.503724994243604,1.137009705845423
3.790139709432245,1.5901140142686618,3.3082041343992654,4.06353061309354,0.9223714981802609
3.2741896185416928,2.860912342049253,3.088467737201162,2.8125779195077447,2.3033021686797137
4.864106674459273,4.472265150731664,3.914658211483281,2.2519197891959504,3.5445599331118913
4.665260349476289,3.228971397178229,5.054989119247253,4.798554220008845,3.0954523917688195
3.62522603316311,3.840165850574759,3.6666589841363137,2.9795751946602183,2.926697838760638
3.882365783528629,3.9328134399117847,3.4190587153134486,3.5007301160641764,2.9159251470052636
3.1643007329880124,3.4382570955616467,2.969467724135111,3.5577696841542634,1.917630077153315
8.999661846774785,12.5287877917887,6.414867443910669,9.157611644406693,6.663191049349383
-0.5408150280284236,-0.08911321831930996,-0.6859140920906361,-0.16090847014516213,-0.8587982701436224
0.6469063320164155,1.520908037349012,0.9158521254027362,0.2828343314563694,-0.30523254095778607
3.993137071163044,5.719067162507416,3.248069335456651,5.300607329701476,2.937238181808652
3.8258881650376617,3.5549865937258924,2.951525796577596,3.458178067442991,1.6901301686640877
6.280198707794695,9.213838236340539,6.383497297720831,8.853255528965772,5.836907998634956
6.382557856957323,5.8228917384222685,4.310256302121454,5.190788329415096,5.074545857353876
