0,1,2,3,4
0.911611098,0.912094474,0.444814781,0.868229085,-0.073914655
1.787350526,2.660075136,2.608607731,2.319402405,-0.00835964
-1.636378918,-1.263793525,-1.281183379,-0.872529079,-1.944164
0.919065653,1.664578087,1.030377739,1.286252482,0.133143495
2.03338852,1.896681238,2.875383501,2.574031435,-0.256108703
0.151208637,0.23744461,0.029381672,0.269274849,0.028362569
3.373147319,3.512141203,2.946688946,3.625773733,2.080419527
2.395960691,1.424440054,1.987725377,1.932616724,-0.171414048
4.191596149,3.935885391,3.296807767,3.496174059,1.577394574
1.556551872,1.307294292,0.830555917,1.76743051,-0.288307279
0.651891617,0.900163574,0.604102621,0.84749627,-0.145503543
0.275059068,0.272383475,-0.055745226,0.337504795,-0.403072247
0.347119448,0.231407601,0.262345987,0.03780386,-0.475743527
4.106898677,4.38794945,3.541156134,4.299911715,2.653926355
0.48370707,0.531369685,0.279871025,0.470868173,-0.290859551
2.722965618,2.038483834,2.264756899,2.325151553,1.386419699
-0.066512699,0.192735807,-0.380935679,0.331256705,-0.586424573
4.002045161,4.205970421,3.755174597,4.25018427,3.393467813
2.271199899,2.854146093,2.913720655,2.760079171,0.01363688
2.388603579,2.083967019,2.361517082,3.099516706,1.542328631
0.191747356,0.384846082,0.201190543,0.35807109,-0.534869519
2.819694685,2.539697034,2.326313666,1.900206838,1.952161123
2.944863567,2.826703174,2.539280032,2.633000098,1.820113243
4.435037773,4.162179565,3.399494654,3.558756188,1.392106124
-0.019259688,-0.129807653,-0.596747456,-0.56489437,-1.753297032
1.663492579,2.415911183,2.41644146,2.318617408,1.358199892
2.375689289,2.472374691,2.298660458,2.923375017,1.63915992
4.086391192,3.911790097,2.797047285,2.869999459,0.176611886
2.299413577,1.006237701,1.819773401,1.752588986,-0.714416038
3.129563999,3.102647985,2.836405721,3.447017717,1.855452547
-0.410765345,-0.429467096,-0.361734907,-0.560118369,-1.087156203
6.342163813,7.44964406,5.04637451,6.112763719,3.587008932
1.544912716,1.704804073,0.98163919,2.471522909,0.067663332
4.44039548,4.551799128,3.012529487,3.4916256,0.239502113
3.52280742,3.248419941,2.989189119,3.255598659,2.427696176
1.180804605,0.990719886,1.463303597,1.391794648,-0.333655589
3.684529104,1.723964855,2.038131655,2.377428809,0.017318453
2.738491592,2.42142158,2.283414337,2.42560241,1.070588655
8.547868981,7.497814651,6.275306465,3.587647348,7.168583495
0.268115906,0.254591363,0.039181945,0.269082621,-0.128898812
4.613532158,6.226511786,4.137792918,4.463149321,1.866059192
1.990141857,1.757951783,1.971252506,2.260753228,0.19905874
4.172261011,5.338228522,4.166819629,4.953070705,2.811598171
1.031969947,0.176085385,0.324792457,2.01173702,-0.921398669
2.501175645,2.128874763,2.126573852,2.162333451,0.704420913
2.015770001,1.637568374,1.542273643,1.696538974,0.13360439
6.745505763,6.555557649,6.82664047,6.090921759,4.82595837
6.084799469,6.121787412,5.912078186,4.550761336,4.434527937
4.197238892,4.332487945,4.050484443,4.253903804,2.869840551
6.845818625,14.36628505,7.545899315,9.916479935,8.600811502
4.127828013,4.035845886,3.855055425,3.31471528,2.217165145
2.450125595,1.477946481,1.348881885,2.037527508,0.583876577
0.161116164,0.267062092,0.195156928,-0.018705894,-0.212451601
2.296109532,1.385516105,1.763863568,1.922812429,0.738794733
1.302769793,1.534734187,0.693433537,2.513816859,-0.311004785
12.39648587,12.81738489,8.58375234,7.456278508,10.80080955
-0.186613741,0.027896933,-0.506804526,0.054693068,-1.086487367
5.683429228,8.915151743,5.888414529,6.255079009,5.122129488
2.041062869,1.975075159,1.84050109,2.624497961,1.243318656
12.13491605,12.05145372,6.927442636,8.132020466,7.807608061
2.322674346,2.750501846,2.293911204,1.288818751,1.93426312
6.820915649,8.607802456,7.679958901,8.327272436,5.631964811
2.481219059,4.271117074,3.838848105,3.320919065,0.789111902
3.938113129,4.543618856,3.599717422,4.37587505,2.52607766
9.567787541,9.499420117,9.07938499,6.135270981,6.74553981
1.695270866,1.593025632,1.862385633,1.696391188,0.575800731
1.865668088,2.964432571,3.126805159,3.060928465,0.95631159
0.342583794,0.474966053,0.192619342,0.467353649,0.155781171
5.7338421,4.480990135,5.877634374,3.331754989,4.031981591
5.799397733,5.432928086,5.834172385,5.880113031,4.214347691
-0.394249248,-0.312153303,-0.504292266,-0.282205776,-0.52637897
7.2101636,10.03932507,8.130579095,9.407305319,6.689804292
6.220385713,7.147961422,4.336637885,5.471731139,5.481992252
9.332388202,9.66807097,8.61087015,6.690061474,6.552660034
1.040619969,1.28197209,0.496870776,2.27347763,-0.618183767
6.681035621,6.186723701,4.504954776,5.473237026,5.85823898
3.03757857,1.971440552,2.132667882,2.532652878,0.96745981
2.58334985,2.774232238,2.898207496,2.412119745,1.42439318
11.79034124,10.0187598,11.28166918,9.567377324,9.600167548
9.416531525,8.06730619,6.645231125,3.952200685,8.117430577
4.592888636,5.18129267,4.37113091,4.783070055,2.952791444
7.67466304,7.147259201,5.588052584,6.149130239,6.892397359
2.081785333,1.507023104,2.138456899,2.772694777,1.308911905
2.275674516,3.02710083,3.284684974,3.021201464,1.332170903
12.94359551,12.91990595,9.142798884,8.211545972,11.61037111
-0.629853257,-0.501442959,-0.801880233,-0.67116241,-1.064038743
4.161330746,4.343955346,3.708910252,4.453923726,2.781412044
12.99411309,17.23326108,11.79835954,9.936141172,11.73661974
3.828977175,4.421410706,3.791300781,4.53719982,2.792154842
5.765889367,6.525683528,5.022514151,3.017455837,4.555824798
9.922906022,11.17924215,8.924077487,7.355883943,7.149696282
3.406826424,3.316935788,4.171196449,3.348678967,2.253946753
3.571322929,3.223316127,3.135553684,2.569118494,2.410987323
1.606548877,1.747280966,1.501490399,2.373455035,0.744838582
11.79155674,8.366972388,10.92776785,8.249571624,8.770898093
4.291446355,1.576357592,2.498747006,2.767916201,0.735193536
1.164703467,1.442864662,1.003485242,1.229085953,0.427339059
6.28585613,6.579146498,5.982421191,4.967059079,4.703475485
2.636364155,2.099776594,2.214003051,1.625340107,2.237067377
5.147488884,7.147499312,5.470261997,6.379825466,4.283079755
0.502343966,0.432816514,0.055375281,0.455137024,-0.696328311
4.708087101,5.037075061,4.2436224,5.16398683,3.178900314
5.702824631,5.145200243,5.70670662,3.910994719,4.074552582
13.28430974,11.82571897,8.187209035,8.222029483,7.07313774
6.251279233,6.008798903,6.278541207,6.277265629,5.089914713
3.344316863,4.327544445,4.053864595,3.512589416,2.260529512
