0,1,2,3,4
1.335426658,1.107740328,1.63221095,1.324697813,0.113524919
0.024943619,0.08972898,-0.193301199,-0.092794952,-0.479850388
1.17663003,1.744840976,2.391571633,2.053516976,-0.642836472
2.33484333,2.693940171,2.195761979,2.485903679,1.118101125
0.64582141,0.492071872,0.013844999,0.048178838,-1.158008141
0.836046949,0.841623386,0.585904253,0.818310533,0.425542278
0.01215913,-0.742156082,0.082608369,1.253660731,-1.678111538
1.433402282,2.159325825,1.44146721,1.674057195,0.706117788
1.026208329,1.069803619,0.6108681,1.004170327,0.280205377
1.900933097,1.180934579,1.423354187,1.592979577,0.504613248
1.923542415,1.79701714,1.341688361,2.14672283,0.205893127
2.251878876,1.969009281,1.667768411,2.259538868,0.893483571
2.259548921,2.626978024,1.973279861,2.520655197,1.347035539
-1.419683024,-0.718229552,-0.873364692,-0.174962305,-2.118918354
-0.364396037,-0.280833623,-0.229406429,0.010252196,-1.402873498
1.496441356,1.663655535,2.577347719,2.095453267,-0.205902593
1.473316439,2.701641885,2.445050625,2.246915094,-0.435543495
2.25144031,1.942500883,1.666191989,1.977529783,0.498779068
-1.405236249,-1.324956238,-1.534886629,-1.334212207,-1.770303741
-0.488215246,-0.765320113,-0.820536019,-0.517010796,-1.092666121
1.305272169,1.977549858,2.198577423,1.97865519,0.761171846
2.199498353,3.240774058,2.965246504,2.920629826,0.286032159
2.655472565,2.285896328,2.567372184,3.261739311,1.901185892
1.597480722,1.511105431,1.428539809,1.69245543,-0.54420335
2.145903529,1.851118618,1.893696606,1.990936886,-0.019522903
4.028376824,3.32443034,3.422632694,3.648357922,2.66684221
2.2779278,1.809196986,3.050849961,2.387920791,0.247805203
-0.743748252,-0.212931169,-0.643276149,-0.45973929,-1.281717618
0.042009012,0.421806743,0.025301284,0.026265038,-0.730115474
2.706767052,2.172355787,2.553948362,2.351380802,-0.085035898
-1.21269617,-0.968776263,-0.961730295,-0.426539505,-1.934304256
-0.124073328,-0.705979456,-0.541504947,0.558185895,-1.341748072
1.912787214,1.965265297,3.197569765,2.842770985,0.913446222
1.281052649,1.45538398,0.792486329,2.232710675,-0.238022798
1.041771855,1.662594094,1.242374944,2.180349882,0.218483156
1.74749002,2.197321431,1.825983025,2.336751271,0.892695241
3.410797176,3.100722531,2.844766783,2.305131184,2.471255555
0.59067243,0.68485168,0.203724162,0.714911499,-0.176736761
0.967249755,1.053984036,0.638582961,0.852849584,0.257229763
-0.903104317,-0.476663929,-0.728412711,-0.18492695,-1.385092544
-0.883976293,-0.40404832,-0.740101529,-0.086506723,-1.262014594
2.50940434,2.808221725,3.062656578,2.563671442,0.507881451
2.33445121,1.990514706,3.383720236,2.77278816,1.304134508
0.758598084,0.888258689,-0.016010403,0.457288697,-1.417236843
