0,1,2,3,4,5
3.6235156130669095,1.149019191821817,2.682083745674357,4.203687518634776,1.8854210769935003,2.240888011802639
2.4896941025536115,0.4099734213452825,0.8304056607376811,5.185122465750469,2.433151556986795,2.6983741346060452
4.2822885711068945,1.9295120918253026,3.958300305555307,7.645360855983871,2.6156072068735305,3.0078564536973005
3.4480459800258156,2.01518646468117,3.068774741457074,4.413646272174597,2.6596551286464214,3.0078621093901075
1.0101596135682374,-0.1349655290933631,1.3322889875014787,2.613579551507158,1.3412187315605453,0.8683677786606239
1.810073745324928,0.35218103205455903,1.3481001630100935,2.0347001723292824,1.6804505022767127,0.8303365895826327
0.6312985927157903,-0.23153965467536297,3.0345385101342854,2.790850951660752,2.485054204778061,1.1625522692028403
4.395138412514899,1.165403654361978,2.6094713749399157,4.039209570786103,2.81878835606184,2.555873229425544
3.4407016951399187,1.295099698565117,1.9042547826943084,5.7921300199621975,3.4271291543515785,2.4663969643730823
1.8311754356663936,0.36021966446392406,1.8687752001167799,2.1277294003442564,1.3484102662055446,1.4304754881356723
4.574821665665034,1.3836844218961204,3.6759611156585033,4.893625215915659,3.408678062718377,2.55579420704424
6.399198915252446,1.951491657605987,4.268795590518321,6.532458688336422,4.909985000001253,4.655956451404372
5.238974036904865,0.9445683736288779,2.8466217032553986,7.163932524755219,4.649147362323191,3.9586635393237675
-1.282264517147024,-0.6935644843582838,0.5028236097481916,1.644062961559324,-0.11132915776918356,0.5850333779360328
0.21343415018698664,-0.5753089678880787,0.8774282364727802,2.901234321389497,1.8452734997871798,1.83693132341556
5.228802080363834,3.032668782015966,5.075766323067335,8.729921078491001,3.688094573581221,4.236352633816747
5.874334861351513,2.6314141446601544,4.4448177983624575,8.676447292334604,4.683510486504718,4.373085683465377
4.521140290260505,1.1688907793962187,2.6818133380383316,4.146839519582224,2.853752356802415,3.2740245504789196
-0.41909606621396633,-1.1697077173016723,0.5250433280339354,0.7193115695027951,0.23585444566312225,-0.9565212502446631
1.4005729732736605,-0.6580232379525003,1.1221684563994825,2.7395945509846764,1.9934860482929193,0.7481056614456364
5.669092791191124,2.111878906786555,3.6754348674246184,5.897281328873548,3.9002509836450487,4.8213483588619415
